State FIPS,Area Name,Occupation Code,Occupation Name,Year,2022 opening,Prediction Year,2023 opening,Change,Percent Change,Average Annual Openings
42,Pennsylvania,25-4012,Curators,2022,540,2023,570,30,5.6,80
42,Pennsylvania,25-4013,Museum Technicians and Conservators,2022,630,2023,690,60,9.5,100
42,Pennsylvania,25-4022,Librarians and Media Collections Specialists,2022,5410,2023,5490,80,1.5,550
42,Pennsylvania,25-4031,Library Technicians,2022,1700,2023,1720,20,1.2,250
42,Pennsylvania,25-9021,Farm and Home Management Advisors,2022,1220,2023,1210,-10,-.8,110
42,Pennsylvania,25-9031,Instructional Coordinators,2022,7090,2023,7210,120,1.7,730
42,Pennsylvania,25-9044,"Teaching Assistants, Postsecondary",2022,1200,2023,1210,10,.8,120
42,Pennsylvania,25-9045,"Teaching Assistants, Except Postsecondary",2022,47900,2023,48420,520,1.1,4660
42,Pennsylvania,25-9099,"Education, Training, and Library Workers, All Other",2022,1840,2023,1860,20,1.1,180
42,Pennsylvania,27-1011,Art Directors,2022,3620,2023,3710,90,2.5,420
42,Pennsylvania,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2022,1200,2023,1270,70,5.8,160
42,Pennsylvania,27-1014,Multimedia Artists and Animators,2022,990,2023,1020,30,3.0,110
42,Pennsylvania,27-1019,"Artists and Related Workers, All Other",2022,320,2023,330,10,3.1,40
42,Pennsylvania,27-1021,Commercial and Industrial Designers,2022,940,2023,960,20,2.1,100
42,Pennsylvania,27-1023,Floral Designers,2022,1820,2023,1800,-20,-1.1,150
42,Pennsylvania,27-1024,Graphic Designers,2022,8950,2023,9100,150,1.7,890
42,Pennsylvania,27-1025,Interior Designers,2022,2140,2023,2170,30,1.4,210
42,Pennsylvania,27-1026,Merchandise Displayers and Window Trimmers,2022,4430,2023,4490,60,1.4,430
42,Pennsylvania,27-1027,Set and Exhibit Designers,2022,270,2023,280,10,3.7,30
42,Pennsylvania,27-1029,"Designers, All Other",2022,300,2023,300,0,.0,30
42,Pennsylvania,27-2011,Actors,2022,2240,2023,2340,100,4.5,300
42,Pennsylvania,27-2012,Producers and Directors,2022,3030,2023,3070,40,1.3,280
42,Pennsylvania,27-2022,Athletes and Sports Competitors,2022,1220,2023,1350,130,10.7,250
42,Pennsylvania,27-2022,Coaches and Scouts,2022,7640,2023,8150,510,6.7,1330
42,Pennsylvania,27-2023,"Umpires, Referees, and Other Sports Officials",2022,270,2023,280,10,3.7,50
42,Pennsylvania,27-2031,Dancers,2022,100,2023,100,0,.0,20
42,Pennsylvania,27-2032,Choreographers,2022,50,2023,50,0,.0,10
42,Pennsylvania,27-2041,Music Directors and Composers,2022,2540,2023,2610,70,2.8,330
42,Pennsylvania,27-2042,Musicians and Singers,2022,5780,2023,5950,170,2.9,760
42,Pennsylvania,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",2022,330,2023,340,10,3.0,40
42,Pennsylvania,27-3011,Radio and Television Announcers,2022,900,2023,900,0,.0,80
42,Pennsylvania,27-3023,"News Analysts, Reporters, and Journalists",2022,1390,2023,1370,-20,-1.4,140
42,Pennsylvania,27-3031,Public Relations Specialists,2022,7450,2023,7650,200,2.7,780
42,Pennsylvania,27-3041,Editors,2022,3260,2023,3260,0,.0,310
42,Pennsylvania,27-3042,Technical Writers,2022,2290,2023,2370,80,3.5,240
42,Pennsylvania,27-3043,Writers and Authors,2022,4930,2023,5040,110,2.2,520
42,Pennsylvania,27-3091,Interpreters and Translators,2022,1200,2023,1270,70,5.8,150
42,Pennsylvania,27-3092,Court Reporters and Simultaneous Captioners,2022,930,2023,940,10,1.1,90
42,Pennsylvania,27-3099,"Media and Communication Workers, All Other",2022,460,2023,490,30,6.5,60
42,Pennsylvania,27-4011,Audio and Video Equipment Technicians,2022,2740,2023,2880,140,5.1,350
42,Pennsylvania,27-4012,Broadcast Technicians,2022,720,2023,720,0,.0,70
42,Pennsylvania,27-4021,Photographers,2022,3860,2023,4010,150,3.9,430
42,Pennsylvania,27-4031,"Camera Operators, Television, Video, and Motion Picture",2022,1060,2023,1070,10,.9,110
42,Pennsylvania,27-4032,Film and Video Editors,2022,530,2023,540,10,1.9,60
42,Pennsylvania,29-1011,Chiropractors,2022,1990,2023,2010,20,1.0,60
42,Pennsylvania,29-1021,"Dentists, General",2022,3680,2023,3700,20,.5,110
42,Pennsylvania,29-1022,Oral and Maxillofacial Surgeons,2022,300,2023,300,0,.0,10
42,Pennsylvania,29-1023,Orthodontists,2022,290,2023,290,0,.0,10
42,Pennsylvania,29-1031,Dietitians and Nutritionists,2022,3910,2023,3980,70,1.8,300
42,Pennsylvania,29-1041,Optometrists,2022,2430,2023,2450,20,.8,90
42,Pennsylvania,29-1051,Pharmacists,2022,15300,2023,15430,130,.8,640
42,Pennsylvania,29-1071,Physician Assistants,2022,7530,2023,7890,360,4.8,600
42,Pennsylvania,29-1081,Podiatrists,2022,690,2023,680,-10,-1.4,50
42,Pennsylvania,29-1122,Occupational Therapists,2022,7280,2023,7470,190,2.6,490
42,Pennsylvania,29-1123,Physical Therapists,2022,11470,2023,11800,330,2.9,630
42,Pennsylvania,29-1124,Radiation Therapists,2022,580,2023,590,10,1.7,30
42,Pennsylvania,29-1125,Recreational Therapists,2022,980,2023,990,10,1.0,80
42,Pennsylvania,29-1126,Respiratory Therapists,2022,5880,2023,6130,250,4.3,410
42,Pennsylvania,29-1127,Speech-Language Pathologists,2022,6090,2023,6370,280,4.6,510
42,Pennsylvania,29-1128,Exercise Physiologists,2022,1110,2023,1150,40,3.6,90
42,Pennsylvania,29-1129,"Therapists, All Other",2022,500,2023,510,10,2.0,40
42,Pennsylvania,29-1131,Veterinarians,2022,3980,2023,4170,190,4.8,220
42,Pennsylvania,29-1141,Registered Nurses,2022,146450,2023,148340,1890,1.3,8590
42,Pennsylvania,29-1151,Nurse Anesthetists,2022,2290,2023,2320,30,1.3,130
42,Pennsylvania,29-1161,Nurse Midwives,2022,360,2023,370,10,2.8,20
42,Pennsylvania,29-1171,Nurse Practitioners,2022,8540,2023,9280,740,8.7,840
42,Pennsylvania,29-1181,Audiologists,2022,540,2023,550,10,1.9,30
42,Pennsylvania,29-1211,Anesthesiologists (SOC 2018),2022,1240,2023,1230,-10,-.8,30
42,Pennsylvania,29-1215,Family Medicine Physicians,2022,3800,2023,3800,0,.0,100
42,Pennsylvania,29-1216,General Internal Medicine Physicians,2022,1320,2023,1300,-20,-1.5,30
42,Pennsylvania,29-1218,Obstetricians and Gynecologists (SOC 2018),2022,420,2023,410,-10,-2.4,10
42,Pennsylvania,29-1221,"Pediatricians, General (SOC 2018)",2022,420,2023,410,-10,-2.4,10
42,Pennsylvania,29-1223,Psychiatrists (SOC 2018),2022,1350,2023,1360,10,.7,50
42,Pennsylvania,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2022,23940,2023,23970,30,.1,670
42,Pennsylvania,29-1292,Dental Hygienists (SOC 2018),2022,7510,2023,7550,40,.5,480
42,Pennsylvania,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",2022,1290,2023,1300,10,.8,80
42,Pennsylvania,29-2010,Clinical Laboratory Technologists and Technicians,2022,13590,2023,13790,200,1.5,960
42,Pennsylvania,29-2031,Cardiovascular Technologists and Technicians,2022,1850,2023,1870,20,1.1,140
42,Pennsylvania,29-2032,Diagnostic Medical Sonographers,2022,2860,2023,2940,80,2.8,250
42,Pennsylvania,29-2033,Nuclear Medicine Technologists,2022,880,2023,890,10,1.1,70
42,Pennsylvania,29-2034,Radiologic Technologists,2022,9910,2023,10020,110,1.1,750
42,Pennsylvania,29-2035,Magnetic Resonance Imaging Technologists,2022,1660,2023,1680,20,1.2,130
42,Pennsylvania,29-2040,Emergency Medical Technicians and Paramedics (SOC 2018),2022,14000,2023,14120,120,.9,970
42,Pennsylvania,29-2051,Dietetic Technicians,2022,770,2023,780,10,1.3,60
42,Pennsylvania,29-2052,Pharmacy Technicians,2022,19410,2023,19900,490,2.5,1630
42,Pennsylvania,29-2053,Psychiatric Technicians,2022,2490,2023,2540,50,2.0,200
42,Pennsylvania,29-2055,Surgical Technologists,2022,4100,2023,4150,50,1.2,310
42,Pennsylvania,29-2056,Veterinary Technologists and Technicians,2022,4860,2023,5080,220,4.5,460
42,Pennsylvania,29-2057,Ophthalmic Medical Technicians,2022,1660,2023,1680,20,1.2,130
42,Pennsylvania,29-2061,Licensed Practical and Licensed Vocational Nurses,2022,34300,2023,34440,140,.4,2660
42,Pennsylvania,29-2081,"Opticians, Dispensing",2022,2510,2023,2540,30,1.2,210
42,Pennsylvania,29-2091,Orthotists and Prosthetists,2022,530,2023,550,20,3.8,50
42,Pennsylvania,29-2092,Hearing Aid Specialists,2022,210,2023,220,10,4.8,20
42,Pennsylvania,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",2022,13750,2023,13920,170,1.2,1060
42,Pennsylvania,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, & Healthcare Practitioners, AO",2022,1850,2023,1880,30,1.6,150
42,Pennsylvania,31-1120,Home Health and Personal Care Aides,2022,184480,2023,190540,6060,3.3,25650
42,Pennsylvania,31-1131,Nursing Assistants (SOC 2018),2022,77700,2023,77900,200,.3,9490
42,Pennsylvania,31-1132,Orderlies (SOC 2018),2022,2470,2023,2500,30,1.2,310
42,Pennsylvania,31-1133,Psychiatric Aides (SOC 2018),2022,2010,2023,2030,20,1.0,260
42,Pennsylvania,31-2011,Occupational Therapy Assistants,2022,2190,2023,2300,110,5.0,330
42,Pennsylvania,31-2012,Occupational Therapy Aides,2022,450,2023,460,10,2.2,60
42,Pennsylvania,31-2022,Physical Therapist Assistants,2022,4670,2023,4920,250,5.4,690
42,Pennsylvania,31-2022,Physical Therapist Aides,2022,1910,2023,1970,60,3.1,260
42,Pennsylvania,31-9011,Massage Therapists,2022,4490,2023,4760,270,6.0,650
42,Pennsylvania,31-9091,Dental Assistants,2022,10100,2023,10150,50,.5,1200
42,Pennsylvania,31-9092,Medical Assistants,2022,28770,2023,29350,580,2.0,3650
42,Pennsylvania,31-9093,Medical Equipment Preparers,2022,2180,2023,2200,20,.9,280
42,Pennsylvania,31-9094,Medical Transcriptionists,2022,2970,2023,2980,10,.3,410
42,Pennsylvania,31-9095,Pharmacy Aides,2022,2880,2023,2860,-20,-.7,360
42,Pennsylvania,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2022,3070,2023,3200,130,4.2,560
42,Pennsylvania,31-9097,Phlebotomists,2022,6240,2023,6430,190,3.0,830
42,Pennsylvania,31-9099,"Healthcare Support Workers, All Other",2022,1740,2023,1770,30,1.7,220
42,Pennsylvania,33-1011,First-Line Supervisors of Correctional Officers,2022,920,2023,930,10,1.1,70
42,Pennsylvania,33-1012,First-Line Supervisors of Police and Detectives,2022,3780,2023,3780,0,.0,240
42,Pennsylvania,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2022,940,2023,940,0,.0,60
42,Pennsylvania,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",2022,2530,2023,2600,70,2.8,280
42,Pennsylvania,33-2011,Firefighters,2022,4470,2023,4480,10,.2,330
42,Pennsylvania,33-2022,Fire Inspectors and Investigators,2022,240,2023,250,10,4.2,30
42,Pennsylvania,33-3011,Bailiffs,2022,390,2023,390,0,.0,40
42,Pennsylvania,33-3012,Correctional Officers and Jailers,2022,18090,2023,18110,20,.1,1670
42,Pennsylvania,33-3021,Detectives and Criminal Investigators,2022,3610,2023,3610,0,.0,260
42,Pennsylvania,33-3031,Fish and Game Wardens,2022,290,2023,290,0,.0,30
42,Pennsylvania,33-3041,Parking Enforcement Workers,2022,520,2023,520,0,.0,50
42,Pennsylvania,33-3051,Police and Sheriff's Patrol Officers,2022,27930,2023,27970,40,.1,2140
42,Pennsylvania,33-9011,Animal Control Workers,2022,120,2023,120,0,.0,10
42,Pennsylvania,33-9021,Private Detectives and Investigators,2022,2050,2023,2120,70,3.4,210
42,Pennsylvania,33-9031,Gaming Surveillance Officers and Gaming Investigators,2022,260,2023,280,20,7.7,50
42,Pennsylvania,33-9032,Security Guards,2022,39200,2023,40790,1590,4.1,6010
42,Pennsylvania,33-9091,Crossing Guards,2022,7070,2023,7290,220,3.1,1530
42,Pennsylvania,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2022,4380,2023,4800,420,9.6,1350
42,Pennsylvania,33-9093,Transportation Security Screeners,2022,1600,2023,1610,10,.6,140
42,Pennsylvania,33-9098,"School Bus Monitors and Protective Service Workers, All Other",2022,3750,2023,3820,70,1.9,980
42,Pennsylvania,35-1011,Chefs and Head Cooks,2022,2840,2023,3030,190,6.7,470
42,Pennsylvania,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2022,33860,2023,35620,1760,5.2,5970
42,Pennsylvania,35-2011,"Cooks, Fast Food",2022,8510,2023,8650,140,1.6,1310
42,Pennsylvania,35-2012,"Cooks, Institution and Cafeteria",2022,14620,2023,14770,150,1.0,2200
42,Pennsylvania,35-2013,"Cooks, Private Household",2022,1090,2023,1100,10,.9,160
42,Pennsylvania,35-2014,"Cooks, Restaurant",2022,44950,2023,49760,4810,10.7,9240
42,Pennsylvania,35-2015,"Cooks, Short Order",2022,4670,2023,4830,160,3.4,760
42,Pennsylvania,35-2019,"Cooks, All Other",2022,270,2023,270,0,.0,40
42,Pennsylvania,35-2022,Food Preparation Workers,2022,17740,2023,18070,330,1.9,3220
42,Pennsylvania,35-3011,Bartenders,2022,22760,2023,24520,1760,7.7,4820
42,Pennsylvania,35-3023,Fast Food and Counter Workers,2022,154570,2023,161290,6720,4.3,35370
42,Pennsylvania,35-3031,Waiters and Waitresses,2022,73560,2023,77600,4040,5.5,16590
42,Pennsylvania,35-3041,"Food Servers, Nonrestaurant",2022,13710,2023,13870,160,1.2,2250
42,Pennsylvania,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2022,12130,2023,12940,810,6.7,2570
42,Pennsylvania,35-9021,Dishwashers,2022,17410,2023,18280,870,5.0,3270
42,Pennsylvania,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2022,13380,2023,14240,860,6.4,3620
42,Pennsylvania,35-9099,"Food Preparation and Serving Related Workers, All Other",2022,660,2023,690,30,4.5,130
42,Pennsylvania,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2022,8180,2023,8300,120,1.5,980
42,Pennsylvania,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2022,5520,2023,5670,150,2.7,650
42,Pennsylvania,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2022,89520,2023,91250,1730,1.9,12850
42,Pennsylvania,37-2012,Maids and Housekeeping Cleaners,2022,44050,2023,44710,660,1.5,6200
42,Pennsylvania,37-3011,Landscaping and Groundskeeping Workers,2022,38810,2023,40170,1360,3.5,5760
42,Pennsylvania,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2022,900,2023,930,30,3.3,130
42,Pennsylvania,37-3013,Tree Trimmers and Pruners,2022,2900,2023,2960,60,2.1,410
42,Pennsylvania,37-3019,"Grounds Maintenance Workers, All Other",2022,140,2023,140,0,.0,20
42,Pennsylvania,39-1013,First-Line Supervisors of Gambling Services Workers,2022,880,2023,990,110,12.5,150
42,Pennsylvania,39-1098,"First-Line Supervisors of Personal Service & Entertainment and Recreation Workers, Exc Gambling Services",2022,10910,2023,11270,360,3.3,1360
42,Pennsylvania,39-2011,Animal Trainers,2022,1330,2023,1380,50,3.8,180
42,Pennsylvania,39-2022,Nonfarm Animal Caretakers,2022,10430,2023,11210,780,7.5,1980
42,Pennsylvania,39-3011,Gaming Dealers,2022,2640,2023,2940,300,11.4,560
42,Pennsylvania,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2022,2910,2023,3150,240,8.2,810
42,Pennsylvania,39-3091,Amusement and Recreation Attendants,2022,9150,2023,10520,1370,15.0,2750
42,Pennsylvania,39-3092,Costume Attendants,2022,130,2023,140,10,7.7,30
42,Pennsylvania,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2022,760,2023,820,60,7.9,200
42,Pennsylvania,39-4021,Funeral Attendants,2022,3100,2023,3100,0,.0,410
42,Pennsylvania,39-4031,"Morticians, Undertakers, and Funeral Directors",2022,1600,2023,1600,0,.0,180
42,Pennsylvania,39-5011,Barbers,2022,2410,2023,2500,90,3.7,280
42,Pennsylvania,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2022,31900,2023,33020,1120,3.5,4090
42,Pennsylvania,39-5092,Manicurists and Pedicurists,2022,6920,2023,7300,380,5.5,930
42,Pennsylvania,39-5093,Shampooers,2022,1100,2023,1140,40,3.6,140
42,Pennsylvania,39-5094,Skincare Specialists,2022,2030,2023,2130,100,4.9,270
42,Pennsylvania,39-6011,Baggage Porters and Bellhops,2022,820,2023,840,20,2.4,120
42,Pennsylvania,39-6012,Concierges,2022,920,2023,950,30,3.3,140
42,Pennsylvania,39-7010,Tour and Travel Guides,2022,1700,2023,1830,130,7.6,350
42,Pennsylvania,39-9011,Childcare Workers,2022,45980,2023,46140,160,.3,6400
42,Pennsylvania,39-9031,Fitness Trainers and Aerobics Instructors,2022,11710,2023,13230,1520,13.0,2670
42,Pennsylvania,39-9032,Recreation Workers,2022,11500,2023,11870,370,3.2,1980
42,Pennsylvania,39-9041,Residential Advisors,2022,5740,2023,5760,20,.3,820
42,Pennsylvania,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",2022,920,2023,960,40,4.3,140
42,Pennsylvania,41-1011,First-Line Supervisors of Retail Sales Workers,2022,55100,2023,55340,240,.4,5900
42,Pennsylvania,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2022,16660,2023,16680,20,.1,1480
42,Pennsylvania,41-2011,Cashiers,2022,129310,2023,128790,-520,-.4,23080
42,Pennsylvania,41-2012,Gaming Change Persons and Booth Cashiers,2022,440,2023,490,50,11.4,110
42,Pennsylvania,41-2022,Counter and Rental Clerks,2022,10040,2023,10180,140,1.4,1210
42,Pennsylvania,41-2022,Parts Salespersons,2022,9700,2023,9860,160,1.6,1240
42,Pennsylvania,41-2031,Retail Salespersons,2022,153700,2023,156770,3070,2.0,23040
42,Pennsylvania,41-3011,Advertising Sales Agents,2022,3740,2023,3750,10,.3,460
42,Pennsylvania,41-3021,Insurance Sales Agents,2022,17520,2023,17910,390,2.2,1780
42,Pennsylvania,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2022,12970,2023,13230,260,2.0,1240
42,Pennsylvania,41-3041,Travel Agents,2022,1910,2023,1960,50,2.6,250
42,Pennsylvania,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2022,31530,2023,32360,830,2.6,4030
42,Pennsylvania,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2022,11450,2023,11620,170,1.5,1200
42,Pennsylvania,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2022,56370,2023,57220,850,1.5,5940
42,Pennsylvania,41-9011,Demonstrators and Product Promoters,2022,2400,2023,2450,50,2.1,450
42,Pennsylvania,41-9021,Real Estate Brokers,2022,1860,2023,1900,40,2.2,180
42,Pennsylvania,41-9022,Real Estate Sales Agents,2022,14370,2023,14630,260,1.8,1370
42,Pennsylvania,41-9031,Sales Engineers,2022,3150,2023,3220,70,2.2,360
42,Pennsylvania,41-9041,Telemarketers,2022,5050,2023,4930,-120,-2.4,680
42,Pennsylvania,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2022,1220,2023,1160,-60,-4.9,120
42,Pennsylvania,41-9099,"Sales and Related Workers, All Other",2022,1950,2023,1970,20,1.0,260
42,Pennsylvania,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2022,66390,2023,66450,60,.1,6550
42,Pennsylvania,43-2011,"Switchboard Operators, Including Answering Service",2022,2140,2023,2060,-80,-3.7,190
42,Pennsylvania,43-3011,Bill and Account Collectors,2022,7630,2023,7570,-60,-.8,790
42,Pennsylvania,43-3021,Billing and Posting Clerks,2022,20420,2023,20510,90,.4,2140
42,Pennsylvania,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2022,59290,2023,59380,90,.2,6550
42,Pennsylvania,43-3051,Payroll and Timekeeping Clerks,2022,5520,2023,5430,-90,-1.6,520
42,Pennsylvania,43-3061,Procurement Clerks,2022,2840,2023,2840,0,.0,260
42,Pennsylvania,43-3071,Tellers,2022,20990,2023,20320,-670,-3.2,1800
42,Pennsylvania,43-4011,Brokerage Clerks,2022,2480,2023,2480,0,.0,270
42,Pennsylvania,43-4021,Correspondence Clerks,2022,170,2023,170,0,.0,20
42,Pennsylvania,43-4031,"Court, Municipal, and License Clerks",2022,1540,2023,1540,0,.0,160
42,Pennsylvania,43-4041,"Credit Authorizers, Checkers, and Clerks",2022,1030,2023,1030,0,.0,100
42,Pennsylvania,43-4051,Customer Service Representatives,2022,121950,2023,122440,490,.4,15600
42,Pennsylvania,43-4061,"Eligibility Interviewers, Government Programs",2022,8460,2023,8480,20,.2,760
42,Pennsylvania,43-4071,File Clerks,2022,4550,2023,4480,-70,-1.5,490
42,Pennsylvania,43-4081,"Hotel, Motel, and Resort Desk Clerks",2022,6420,2023,6500,80,1.2,1100
42,Pennsylvania,43-4111,"Interviewers, Except Eligibility and Loan",2022,7000,2023,6940,-60,-.9,820
42,Pennsylvania,43-4121,"Library Assistants, Clerical",2022,5460,2023,5480,20,.4,850
42,Pennsylvania,43-4131,Loan Interviewers and Clerks,2022,6940,2023,6970,30,.4,620
42,Pennsylvania,43-4141,New Accounts Clerks,2022,760,2023,740,-20,-2.6,60
42,Pennsylvania,43-4151,Order Clerks,2022,5130,2023,4970,-160,-3.1,450
42,Pennsylvania,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2022,4710,2023,4710,0,.0,470
42,Pennsylvania,43-4171,Receptionists and Information Clerks,2022,39780,2023,40280,500,1.3,5250
42,Pennsylvania,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,2022,3300,2023,3350,50,1.5,390
42,Pennsylvania,43-4199,"Information and Record Clerks, All Other",2022,2730,2023,2750,20,.7,310
42,Pennsylvania,43-5011,Cargo and Freight Agents,2022,2070,2023,2120,50,2.4,230
42,Pennsylvania,43-5021,Couriers and Messengers,2022,5130,2023,5070,-60,-1.2,460
42,Pennsylvania,43-5031,"Police, Fire, and Ambulance Dispatchers",2022,3430,2023,3440,10,.3,320
42,Pennsylvania,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",2022,7220,2023,7320,100,1.4,710
42,Pennsylvania,43-5041,"Meter Readers, Utilities",2022,1010,2023,980,-30,-3.0,60
42,Pennsylvania,43-5051,Postal Service Clerks,2022,3780,2023,3710,-70,-1.9,270
42,Pennsylvania,43-5052,Postal Service Mail Carriers,2022,13480,2023,13230,-250,-1.9,820
42,Pennsylvania,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2022,5460,2023,5340,-120,-2.2,410
42,Pennsylvania,43-5061,"Production, Planning, and Expediting Clerks",2022,11080,2023,11300,220,2.0,1230
42,Pennsylvania,43-5071,"Shipping, Receiving, and Traffic Clerks",2022,27460,2023,27370,-90,-.3,2570
42,Pennsylvania,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2022,2590,2023,2670,80,3.1,290
42,Pennsylvania,43-6011,Executive Secretaries and Executive Administrative Assistants,2022,14850,2023,14440,-410,-2.8,1360
42,Pennsylvania,43-6012,Legal Secretaries,2022,6480,2023,6360,-120,-1.9,630
42,Pennsylvania,43-6013,Medical Secretaries,2022,22620,2023,22820,200,.9,2530
42,Pennsylvania,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2022,92110,2023,91310,-800,-.9,9380
42,Pennsylvania,43-9021,Data Entry Keyers,2022,7000,2023,6770,-230,-3.3,630
42,Pennsylvania,43-9022,Word Processors and Typists,2022,6370,2023,6280,-90,-1.4,670
42,Pennsylvania,43-9031,Desktop Publishers,2022,380,2023,370,-10,-2.6,30
42,Pennsylvania,43-9041,Insurance Claims and Policy Processing Clerks,2022,10400,2023,10510,110,1.1,1040
42,Pennsylvania,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",2022,3730,2023,3720,-10,-.3,420
42,Pennsylvania,43-9061,"Office Clerks, General",2022,149700,2023,149910,210,.1,17160
42,Pennsylvania,43-9071,"Office Machine Operators, Except Computer",2022,1850,2023,1820,-30,-1.6,190
42,Pennsylvania,43-9081,Proofreaders and Copy Markers,2022,440,2023,450,10,2.3,60
42,Pennsylvania,43-9111,Statistical Assistants,2022,580,2023,590,10,1.7,70
42,Pennsylvania,43-9199,"Office and Administrative Support Workers, All Other",2022,4840,2023,4910,70,1.4,580
42,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2022,2240,2023,2260,20,.9,330
42,Pennsylvania,45-2011,Agricultural Inspectors,2022,390,2023,390,0,.0,60
42,Pennsylvania,45-2022,Animal Breeders,2022,480,2023,470,-10,-2.1,70
42,Pennsylvania,45-2041,"Graders and Sorters, Agricultural Products",2022,1150,2023,1140,-10,-.9,160
42,Pennsylvania,45-2091,Agricultural Equipment Operators,2022,2250,2023,2290,40,1.8,370
42,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2022,23250,2023,23260,10,.0,3650
42,Pennsylvania,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2022,11960,2023,11710,-250,-2.1,1730
42,Pennsylvania,45-2099,"Agricultural Workers, All Other",2022,290,2023,290,0,.0,50
42,Pennsylvania,45-3031,Fishing and Hunting Workers,2022,140,2023,140,0,.0,20
42,Pennsylvania,45-4011,Forest and Conservation Workers,2022,240,2023,240,0,.0,40
42,Pennsylvania,45-4022,Logging Equipment Operators,2022,540,2023,550,10,1.9,90
42,Pennsylvania,45-4023,Log Graders and Scalers,2022,140,2023,140,0,.0,20
42,Pennsylvania,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2022,23980,2023,24380,400,1.7,2450
42,Pennsylvania,47-2011,Boilermakers,2022,360,2023,350,-10,-2.8,30
42,Pennsylvania,47-2022,Brickmasons and Blockmasons,2022,3860,2023,3800,-60,-1.6,330
42,Pennsylvania,47-2022,Stonemasons,2022,310,2023,310,0,.0,30
42,Pennsylvania,47-2031,Carpenters,2022,38800,2023,38930,130,.3,3630
42,Pennsylvania,47-2041,Carpet Installers,2022,2030,2023,2030,0,.0,170
42,Pennsylvania,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2022,470,2023,480,10,2.1,50
42,Pennsylvania,47-2043,Floor Sanders and Finishers,2022,360,2023,360,0,.0,30
42,Pennsylvania,47-2044,Tile and Marble Setters,2022,1230,2023,1260,30,2.4,120
42,Pennsylvania,47-2051,Cement Masons and Concrete Finishers,2022,4090,2023,4090,0,.0,370
42,Pennsylvania,47-2053,Terrazzo Workers and Finishers,2022,160,2023,160,0,.0,10
42,Pennsylvania,47-2061,Construction Laborers,2022,49990,2023,51310,1320,2.6,5580
42,Pennsylvania,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2022,1280,2023,1280,0,.0,140
42,Pennsylvania,47-2073,Operating Engineers and Other Construction Equipment Operators,2022,22080,2023,22460,380,1.7,2520
42,Pennsylvania,47-2081,Drywall and Ceiling Tile Installers,2022,2130,2023,2140,10,.5,180
42,Pennsylvania,47-2082,Tapers,2022,360,2023,360,0,.0,30
42,Pennsylvania,47-2111,Electricians,2022,21910,2023,22240,330,1.5,2430
42,Pennsylvania,47-2121,Glaziers,2022,1000,2023,1010,10,1.0,110
